sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_P_2_microbiome2_H	oral_human_P_3_microbiome2_H	0.1935551713486197	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_2_microbiome20_H	0.09496370193578862	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_3_microbiome20_H	0.16694186907003067	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_1_microbiome20_C	0.2971156856249985	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_2_microbiome20_C	0.29603838025515433	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_3_microbiome20_C	0.2600974440776775	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_2_microbiome2_H	0.01814708003163773	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_3_microbiome2_H	0.37984791075930846	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_1_microbiome2_C	0.13945627157056634	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_2_microbiome2_C	0.36796509811311257	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_3_microbiome2_C	0.2438936407008425	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_human_Q_2_qiagen_H	0.5093078655469133	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_human_Q_3_qiagen_H	0.5046739394818797	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_1_qiagen_C	0.5178893758055974	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_2_qiagen_C	0.5344601445809521	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_3_qiagen_C	0.7613314803560511	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_human_Q_3_microbiome20_H	0.12727654969927632	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
